"id","text","filename","language_name_glotto","iso639_3","mode","genre_broad","writing_system","comments","num.tokens","num.types","huni.chars","hrate.chars","ttr.chars","rm.chars"
471777,"Haiek zainduko zaituztete","eus_nfi_5.txt","Basque","eus","written","non-fiction","Latn",NA,25,12,3.45287868934203,2.12334766944641,0.48,0
594363,"Ziurrenez ez","eus_nfi_634.txt","Basque","eus","written","non-fiction","Latn",NA,12,8,2.85538854220753,1.83964351587608,0.666666666666667,0.0909090909090909
625063,"Trago bat edatera gonbidatuko zaizut","eus_nfi_663.txt","Basque","eus","written","non-fiction","Latn",NA,36,15,3.71812882070647,2.4249670068722,0.416666666666667,0
229609,"Poza iritsi da eta ni bozkarioz gainezka nago","eus_nfi_233.txt","Basque","eus","written","non-fiction","Latn",NA,45,15,3.59035017598974,2.37384558269258,0.333333333333333,0
311493,"Gaur ikusiitakoa ondo aztertuta eskulanari  20 arintzea ez liteke asko","eus_nfi_318.txt","Basque","eus","written","non-fiction","Latn",NA,70,17,3.77439458992132,2.59366978879818,0.242857142857143,0.0289855072463768
311819,"5 dolarretan denak","eus_nfi_319.txt","Basque","eus","written","non-fiction","Latn",NA,18,11,3.3502090290999,2.16166658398357,0.611111111111111,0.0588235294117647
426063,"Ez","eus_nfi_449.txt","Basque","eus","written","non-fiction","Latn",NA,2,2,1,0.5,1,0
585909,"Anbulategira medikuarengan joan nintzenean medikuak gertatutako azaltzeko eskatu zidan eta txundituta gelditu zen esan nionean hori koloreko mina sentitu nuela hasieran harriduraz eta barrezka galdetu ninduen","eus_nfi_627.txt","Basque","eus","written","non-fiction","Latn",NA,208,21,3.91695033581922,2.58844704382778,0.100961538461538,0.00966183574879227
324338,"Ez omen duzue susmagarririk","eus_nfi_330.txt","Basque","eus","written","non-fiction","Latn",NA,27,15,3.78212222414531,2.53066625381666,0.555555555555556,0.0384615384615385
607885,"Beraz ez badiogu dirua ematen tipo hori gurekin hilko da","eus_nfi_644.txt","Basque","eus","written","non-fiction","Latn",NA,56,19,3.93649499401281,2.70425723928134,0.339285714285714,0
345705,"Horregatik hartu dut nire aitaren Continental autoa","eus_nfi_357.txt","Basque","eus","written","non-fiction","Latn",NA,51,16,3.64219397204338,2.49320555084947,0.313725490196078,0.02
123312,"Gainera dibortziatuta nagoenez sentimendu kontraesankorrak ditu","eus_nfi_138.txt","Basque","eus","written","non-fiction","Latn",NA,63,17,3.82228598075614,2.55639031803106,0.26984126984127,0.0161290322580645
82362,"Esan behar diozu iruditzen zaizula onean Henryrekin geratzea dela","eus_nfi_100.txt","Basque","eus","written","non-fiction","Latn",NA,65,20,3.90162209869054,2.66069492846766,0.307692307692308,0
356182,"Screw Magazinek dioenez","eus_nfi_371.txt","Basque","eus","written","non-fiction","Latn",NA,23,15,3.74095326040484,2.48793123735691,0.652173913043478,0
590333,"Erronka txiki bat denontzat zuen doktoretza abentura hasi aurretik dena delakoa Hawking jauna","eus_nfi_631.txt","Basque","eus","written","non-fiction","Latn",NA,93,22,3.94810803872572,2.7297018663083,0.236559139784946,0.0217391304347826
179562,"Bikaina da","eus_nfi_184.txt","Basque","eus","written","non-fiction","Latn",NA,10,7,2.64643934467102,1.75654555588008,0.7,0
431809,"Oso haserre nengoen","eus_nfi_46.txt","Basque","eus","written","non-fiction","Latn",NA,19,10,3.15556501332972,2.07178154319608,0.526315789473684,0.0555555555555556
639415,"Mila esker maitea","eus_nfi_74.txt","Basque","eus","written","non-fiction","Latn",NA,17,11,3.29277019393699,2.18972330943345,0.647058823529412,0
238985,"Zure metodoei begirune handia badiet ere Dalrymple jauna oker zaude ni sendagile arrunt bat naiz","eus_nfi_248.txt","Basque","eus","written","non-fiction","Latn",NA,96,23,3.98182885626048,2.78519726595447,0.239583333333333,0.0105263157894737
276500,"Daukadan botereagatik senaremazte izendatzen zaituztet","eus_nfi_285.txt","Basque","eus","written","non-fiction","Latn",NA,54,17,3.67071458653413,2.5133142067477,0.314814814814815,0
623623,"Elia Martell bortxatu eta hil zituzten","eus_nfi_661.txt","Basque","eus","written","non-fiction","Latn",NA,38,16,3.70505407967804,2.51136223073336,0.421052631578947,0.027027027027027
620929,"Nire familiari ospe txarra emango lioke","eus_nfi_658.txt","Basque","eus","written","non-fiction","Latn",NA,39,17,3.7576122464142,2.61712715027807,0.435897435897436,0.0263157894736842
458445,"Gehiegi da niretzat","eus_nfi_484.txt","Basque","eus","written","non-fiction","Latn",NA,19,12,3.43162356584743,2.33939511020579,0.631578947368421,0
90550,"Iruditzen zaizu","eus_nfi_109.txt","Basque","eus","written","non-fiction","Latn",NA,15,11,3.32323142879762,2.18753880284402,0.733333333333333,0
91309,"Atsebatuta zegoen","eus_nfi_109.txt","Basque","eus","written","non-fiction","Latn",NA,17,12,3.41041725276052,2.34339879075699,0.705882352941177,0
458823,"Ez al ginateke denak hobeto egongo denek horrelako gauzei buruz gezurrik esango ez bagenu eta egia esango bagenu","eus_nfi_484.txt","Basque","eus","written","non-fiction","Latn",NA,112,18,3.79538751771657,2.38697575932758,0.160714285714286,0.018018018018018
680343,"ဤရွေကား  ဣသရေလအမျိုးအနွယတို အမွေ ခံစရာဘို စာရေးတံချ  ဝေရသောမြေ  ဤရွေကား  သူတို ပိုငးခြား  နေရသော ခရိုငအသီးအသီး ဖြစသတညးဟု အရှငထာဝရဘုရား မိနတောမူ","mya_nfi_1.txt","Burmese","mya","written","non-fiction","Mymr","The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.",143,34,4.56786936192251,2.97454457749697,0.237762237762238,0.0352112676056338
668759,"ထိုမငးသည ဣသရေလအမျိုးသားရှေမှ ထာဝရဘုရားနှင ထုတတောမူသော တပါးအမျိုးသား ရွံရှာဘွယထုံးစံအတိုငး  ထာဝရဘုရား ရှေတော  ဒုစရိုကကိုပြု","mya_nfi_1.txt","Burmese","mya","written","non-fiction","Mymr","The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.",122,31,4.50463917204125,2.83062087386389,0.254098360655738,0.0330578512396694
668549,"ယဟောရှပြုမူသော အမှုအရာကြွငးလေသမျှ  တနခိုးကြီးခြငး  ယုဒရှငဘုရငအာမဇိကို စစတိုကခြငး အရာသည ဣသရေလရာဇဝင  ရေးထားလျကရှိ","mya_nfi_1.txt","Burmese","mya","written","non-fiction","Mymr","The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.",111,33,4.65233648161225,3.1339327597667,0.297297297297297,0.0363636363636364
690731,"Hacme  ne Pahpãm to me amji kam hapac xà jũrkwa mã me axà  Ne curia cu ha cuna mã  cute me pahto impejti ita pyrên me pajakryti to cumã me amji jarẽ  ne pahtỳj me cumã cre","ram_nfi_1.txt","Canela-Krahô","ram","written","non-fiction","Latn","This is not a text of the Parallel Bible corpus. Hence, the numbering of books and verses is not given in the stanardized format described by Mayer & Cysouw (2014). Rather, the name of the book is given in upper case letters followed by an empty line. The number of the chapter is given in a single line at the beginning of the chapter. Additionally, chapters are delimited by an empty line. The verse numbers are given at the beginning of each verse followed by a tab delimiter. After each verse follows a line break. Note that there are also headings to chapters and sometimes to paragraphs, these are given in a separate line but without a verse number preceeding it, but with a line tag <title>, e.g. ""<title>	Pê Pahpãm amcro te xêj kam ampo cunea to"" In accordance with the Parallel Bible Corpus, additional white spaces are added around punctuation, e.g. < , > and < . > respectively.",171,27,3.97180646520557,2.56682874662393,0.157894736842105,0.0235294117647059
692984,"Manoppe Gui   Para hamyo esta manmafanui ni mesterion i Rainon Yuos  låo para i otro tåotåo siha ma nisista finaakomparasion kosa ki   Achokka  manmanaatan ti u malie  yan achokka manmanhuhungok ti u makomprende","cha_nfi_1.txt","Chamorro","cha","written","non-fiction","Latn","The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.",211,27,3.9366081075759,2.69062991039802,0.127962085308057,0.0571428571428571
700246,"Wanene uiwa wamewa gapan  waenapan arugataet inanap anega wain   Ayop nega  Ayop nega  amun gega gapan God oisewa wadidiamuinton amba airampu wa oimoton tau amon amba kiman paua baware ge kiman yo paua mega ugup ugup tainton","dgz_nfi_1.txt","Daga","dgz","written","non-fiction","Latn","The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.",224,21,3.6932582405603,2.39627732336129,0.09375,0.0224215246636771
13438950,"Yesuus tana hogguu dhagaye   Warri fayyaa qaban ogeeysa fayyaa hin barbaadan  dhukkubsataa tu barbaada malee  ani warra jireenya qaceeloo jiraatan yaamuuf hin dhufne  warra dilaawoota yaamuufiin dhufe malee  isaaniin jedhe","hae_nfi_1.txt","Eastern Oromo","hae","written","non-fiction","Latn","The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.",222,25,3.97117010575157,2.57087619140965,0.112612612612613,0.16289592760181
13443973,"Namni kanaan dura hataa ture hatuu dhiisee  harka isaa tiin  dalagaa faaydaa qabdu dalagee  warra waa dhaban illee haa gargaaruu","hae_nfi_1.txt","Eastern Oromo","hae","written","non-fiction","Latn","The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.",128,21,3.60149032067286,2.50245609836584,0.1640625,0.165354330708661
36762,"وَٱنْقَسَمُوا بِٱلْقُرْعَةِ  هَؤُلَاءِ مَعَ هَؤُلَاءِ  لِأَنَّ رُؤَسَاءَ ٱلْقُدْسِ وَرُؤَسَاءَ بَيْتِ ٱللهِ كَانُوا مِنْ بَنِي أَلِعَازَارَ وَمِنْ بَنِي إِيثَامَارَ","arz_nfi_1.txt","Egyptian Arabic","arz","written","non-fiction","Arab","The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.",164,29,4.20881728830441,2.62959243460839,0.176829268292683,0.0184049079754601
37485,"وَكَانَ لِعُزِّيَّا جَيْشٌ مِنَ ٱلْمُقَاتِلِينَ يَخْرُجُونَ لِلْحَرْبِ أَحْزَابًا حَسَبَ عَدَدِ إِحْصَائِهِمْ عَنْ يَدِ يَعِيئِيلَ ٱلْكَاتِبِ وَمَعَسِيَا ٱلْعَرِيفِ تَحْتَ يَدِ حَنَنْيَّا وَاحِدٍ مِنْ رُؤَسَاءِ ٱلْمَلِكِ","arz_nfi_1.txt","Egyptian Arabic","arz","written","non-fiction","Arab","The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.",220,37,4.33899638677742,2.93935451012157,0.168181818181818,0
1317302,"If anyone comes in use this","eng_nfi_1107.txt","English","eng","written","non-fiction","Latn",NA,27,15,3.6484318362032,2.51526792966328,0.555555555555556,0
1000420,"breathes his love and taste for music AdamPg 372 bending over the sleeping","eng_fic_58.txt","English","eng","written","fiction","Latn",NA,74,25,4.22387291958991,2.89387456523062,0.337837837837838,0.0136986301369863
2041877,"No Marianne youre not 18 because you didnt RSVP so youre actually not on our table or any table I dont think","eng_nfi_948.txt","English","eng","written","non-fiction","Latn",NA,108,26,4.05611952428903,2.6939058100348,0.240740740740741,0.0186915887850467
1020671,"be found in this world I am confident that when she was created","eng_fic_61.txt","English","eng","written","fiction","Latn",NA,63,19,3.90159490809502,2.59707344766513,0.301587301587302,0
786100,"Delaherche recognized as General Lebrun hurriedly crossed the corridor","eng_fic_117.txt","English","eng","written","fiction","Latn",NA,70,21,3.94289064173495,2.74560523563361,0.3,0.0434782608695652
1730439,"Our first shipment is coming in two days","eng_nfi_524.txt","English","eng","written","non-fiction","Latn",NA,40,20,3.95265559655819,2.8038585237777,0.5,0
1717124,"So what are you after Billy boy","eng_nfi_501.txt","English","eng","written","non-fiction","Latn",NA,31,16,3.73566606810245,2.59351798399696,0.516129032258065,0.0333333333333333
948326,"sounds approximately like those I had heard during the","eng_fic_46.txt","English","eng","written","fiction","Latn",NA,54,20,4.0625897616958,2.7118035251437,0.37037037037037,0.0188679245283019
1164883,"the north above all the much prized amber It is","eng_fic_92.txt","English","eng","written","fiction","Latn",NA,47,20,3.94504118164052,2.7288483608215,0.425531914893617,0.0217391304347826
1605342,"In the words of union leader Jack Kelly","eng_nfi_369.txt","English","eng","written","non-fiction","Latn",NA,39,21,4.05678306601882,2.88688173436698,0.538461538461538,0.0263157894736842
1174038,"them probably meant calling in question their eternal salvation In","eng_fic_94.txt","English","eng","written","fiction","Latn",NA,66,21,3.99228517339534,2.71207736801293,0.318181818181818,0.0153846153846154
786046,"in his voice as he shouted","eng_fic_117.txt","English","eng","written","fiction","Latn",NA,26,13,3.44547085340684,2.35301752590806,0.5,0
765735,"Old Mme Rougon wagged her chin","eng_fic_112.txt","English","eng","written","fiction","Latn",NA,30,18,3.93624341298306,2.71259201958144,0.6,0.0344827586206897
1618016,"Are you guys being serious right now","eng_nfi_376.txt","English","eng","written","non-fiction","Latn",NA,36,15,3.70342534812367,2.49263579879728,0.416666666666667,0
2073479,"Tortoiseshell comb","eng_nfi_984.txt","English","eng","written","non-fiction","Latn",NA,18,13,3.57243125132212,2.45453700533451,0.722222222222222,0.0588235294117647
1363110,"Im tired of standing here in the dark","eng_nfi_1163.txt","English","eng","written","non-fiction","Latn",NA,37,16,3.71145547467704,2.47205158584235,0.432432432432432,0
1116513,"higher intelligence and a creative will as the highest and last cause","eng_fic_83.txt","English","eng","written","fiction","Latn",NA,69,16,3.70152404077297,2.44066028737935,0.231884057971014,0.0294117647058824
1537102,"We should be preparing the city for a siege","eng_nfi_268.txt","English","eng","written","non-fiction","Latn",NA,43,20,3.96069382426829,2.7581556307199,0.465116279069767,0
1921046,"we need by my calculations","eng_nfi_804.txt","English","eng","written","non-fiction","Latn",NA,26,16,3.82525173728865,2.67554390739727,0.615384615384615,0.04
1542382,"tense music","eng_nfi_276.txt","English","eng","written","non-fiction","Latn",NA,11,9,3.09579525500093,2.04586965319904,0.818181818181818,0
709594,"Where things that own not mans dominion","eng_fic_10.txt","English","eng","written","fiction","Latn",NA,39,15,3.63080414160633,2.45721410955266,0.384615384615385,0
1671054,"Come on buddy Im here with you all right","eng_nfi_448.txt","English","eng","written","non-fiction","Latn",NA,40,19,3.9653115322251,2.78130437423316,0.475,0.0512820512820513
1039723,"with the history of man","eng_fic_65.txt","English","eng","written","fiction","Latn",NA,23,14,3.58835434717323,2.53087777992141,0.608695652173913,0
2016411,"Apothecary","eng_nfi_923.txt","English","eng","written","non-fiction","Latn",NA,10,10,3.32192809488736,2.1791061114717,1,0
1095008,"let them bake until perfectly tender Nice with sweet cream or","eng_fic_77.txt","English","eng","written","fiction","Latn",NA,61,22,3.91124265371407,2.84703788666026,0.360655737704918,0.0166666666666667
1530149,"Maybe thats all it is a promise that aint gonna never be kept","eng_nfi_257.txt","English","eng","written","non-fiction","Latn",NA,61,19,3.78996387159648,2.5664632138235,0.311475409836066,0.0333333333333333
781976,"chasseurs dAfrique defiling slowly before the mill the miller was","eng_fic_116.txt","English","eng","written","fiction","Latn",NA,65,22,4.06990834501946,2.6306510836756,0.338461538461538,0.046875
1478109,"Hamas is responsible for Palestinians it almost 70 years own refugees Fund the rubbish all other refugees worldwide have with the content un hcr the unibudget 2016 is 136 billion euro","eng_nfi_184.txt","English","eng","written","non-fiction","Latn",NA,183,31,4.29112338563107,2.93165918208732,0.169398907103825,0.0274725274725275
1592523,"I said I want my gun you bastard","eng_nfi_349.txt","English","eng","written","non-fiction","Latn",NA,32,16,3.6983911107999,2.61352168996123,0.5,0
1399962,"Hello","eng_nfi_1215.txt","English","eng","written","non-fiction","Latn",NA,5,4,1.92192809488736,1.1813781191217,0.8,0.25
819509,"my reticence I beg you to believe it was unintentionally The memory of","eng_fic_19.txt","English","eng","written","fiction","Latn",NA,70,22,3.98375204752209,2.83718038167251,0.314285714285714,0.0144927536231884
1716169,"Okay","eng_nfi_50.txt","English","eng","written","non-fiction","Latn",NA,4,4,2,1.14624062518029,1,0
870592,"can do to dress up to the position","eng_fic_30.txt","English","eng","written","fiction","Latn",NA,34,14,3.49875659327965,2.33195094535323,0.411764705882353,0.0303030303030303
1308414,"Hey","eng_nfi_1094.txt","English","eng","written","non-fiction","Latn",NA,3,3,1.58496250072116,0.861654166907052,1,0
2022575,"You would be awesome at that","eng_nfi_930.txt","English","eng","written","non-fiction","Latn",NA,28,14,3.57059811909008,2.38143689099878,0.5,0
1089410,"of butter Now add the clams Let them come to a boil and serve","eng_fic_76.txt","English","eng","written","fiction","Latn",NA,61,21,3.89161616914767,2.72001423275904,0.344262295081967,0.0333333333333333
1366560,"Now shes got a chance to go to a fancyass school","eng_nfi_1166.txt","English","eng","written","non-fiction","Latn",NA,48,15,3.50996622246121,2.33201826497358,0.3125,0.0425531914893617
1186702,"afterwards when society is divided into different ranks and","eng_fic_97.txt","English","eng","written","fiction","Latn",NA,59,17,3.79969638852148,2.57680526732059,0.288135593220339,0.0172413793103448
1974231,"Stay on the ground man","eng_nfi_863.txt","English","eng","written","non-fiction","Latn",NA,22,14,3.60693673217532,2.47748519160824,0.636363636363636,0
785800,"victorious Two attendants came in bearing Captain Beaudoin on a","eng_fic_117.txt","English","eng","written","fiction","Latn",NA,63,21,3.93109158349064,2.73942227443999,0.333333333333333,0.0161290322580645
1672020,"And you thought youd uh","eng_nfi_449.txt","English","eng","written","non-fiction","Latn",NA,23,10,3.15357173847758,1.92427614693384,0.434782608695652,0
1590741,"And this article says calcium","eng_nfi_346.txt","English","eng","written","non-fiction","Latn",NA,29,16,3.78834133965675,2.57103703793832,0.551724137931034,0
762576,"They are both upstairs are they not said Felicite I will go up and","eng_fic_112.txt","English","eng","written","fiction","Latn",NA,66,22,4.04107820611165,2.73126274302785,0.333333333333333,0.0153846153846154
1994423,"Youre hurting me","eng_nfi_892.txt","English","eng","written","non-fiction","Latn",NA,16,12,3.5,2.29759378175829,0.75,0
1800447,"Dont know","eng_nfi_627.txt","English","eng","written","non-fiction","Latn",NA,9,7,2.72548055699787,1.72949506208898,0.777777777777778,0
819503,"The flush on his own face deepened his features expressed internal","eng_fic_19.txt","English","eng","written","fiction","Latn",NA,66,19,3.84541405955378,2.60591720076305,0.287878787878788,0.0307692307692308
867525,"Dreamer of the Ghetto and American Man of Action the Governor and","eng_fic_30.txt","English","eng","written","fiction","Latn",NA,65,18,3.83300487158936,2.4115405502413,0.276923076923077,0.015625
2045491,"I was adopted by a group of monks","eng_nfi_954.txt","English","eng","written","non-fiction","Latn",NA,33,19,3.88056466612916,2.81060713403447,0.575757575757576,0
1783225,"And they sent you in to talk to me","eng_nfi_60.txt","English","eng","written","non-fiction","Latn",NA,34,16,3.56174804769366,2.47127447112473,0.470588235294118,0
1265556,"Hyah","eng_nfi_1038.txt","English","eng","written","non-fiction","Latn",NA,4,4,2,1.14624062518029,1,0
1661432,"We can make it a blend of both of us","eng_nfi_435.txt","English","eng","written","non-fiction","Latn",NA,36,18,3.75898090367922,2.6229745318867,0.5,0
911034,"A strange fire crept into the old patriarchs eyes A bigboned","eng_fic_38.txt","English","eng","written","fiction","Latn",NA,60,19,3.95506398959511,2.72435586491906,0.316666666666667,0
1890573,"I do","eng_nfi_761.txt","English","eng","written","non-fiction","Latn",NA,4,4,2,1.14624062518029,1,0
1189038,"Vanbrugh who was a Poet as well as an Architect there","eng_fic_97.txt","English","eng","written","fiction","Latn",NA,53,19,3.86747971995701,2.57429723597678,0.358490566037736,0.0192307692307692
1040414,"Paper Measure Table of Temperatures Strength of Various Metals","eng_fic_66.txt","English","eng","written","fiction","Latn",NA,62,22,4.03389550351653,2.73364912968803,0.354838709677419,0
1047603,"and thus originated polylithic walldecoration The","eng_fic_67.txt","English","eng","written","fiction","Latn",NA,49,19,4.0179990082473,2.69912151435217,0.387755102040816,0.0208333333333333
1085225,"implements of the table and last but not least to eat slowly and","eng_fic_75.txt","English","eng","written","fiction","Latn",NA,64,18,3.68627812445913,2.53120893603424,0.28125,0
1513628,"Hello","eng_nfi_231.txt","English","eng","written","non-fiction","Latn",NA,5,4,1.92192809488736,1.1813781191217,0.8,0.25
836180,"agrees with Rhodes that the salvation of mankind lies in British","eng_fic_23.txt","English","eng","written","fiction","Latn",NA,64,20,3.91290640925759,2.69370479301638,0.3125,0.0158730158730159
1802078,"Hey coach what do you need","eng_nfi_63.txt","English","eng","written","non-fiction","Latn",NA,26,13,3.50353912280403,2.38526446666109,0.5,0.04
1998740,"But something has escaped you","eng_nfi_898.txt","English","eng","written","non-fiction","Latn",NA,29,17,3.90936806394388,2.66349603048126,0.586206896551724,0
1948952,"And thank you for accommodating me","eng_nfi_834.txt","English","eng","written","non-fiction","Latn",NA,34,18,3.91468922416425,2.73159663389509,0.529411764705882,0.0606060606060606
1191203,"would make him known to posterity by his defects only he","eng_fic_97.txt","English","eng","written","fiction","Latn",NA,56,21,4.05355136119038,2.7590797686786,0.375,0
722855,"infant in swaddling clothes As it began to cry she turned her back upon","eng_fic_104.txt","English","eng","written","fiction","Latn",NA,71,22,4.08283276387189,2.83530489513339,0.309859154929577,0.0142857142857143
805976,"The linear expansions are the mean values of the results of various","eng_fic_16.txt","English","eng","written","fiction","Latn",NA,67,18,3.83658082721207,2.41917886755604,0.26865671641791,0
2057791,"Like whats her deal","eng_nfi_965.txt","English","eng","written","non-fiction","Latn",NA,19,13,3.53688672374217,2.38425787832203,0.684210526315789,0
1424101,"It means his freedom","eng_nfi_1245.txt","English","eng","written","non-fiction","Latn",NA,20,14,3.64643934467102,2.45237655462824,0.7,0.0526315789473684
2032513,"The torpedoes missed","eng_nfi_938.txt","English","eng","written","non-fiction","Latn",NA,20,12,3.38418371977919,2.2472468627529,0.6,0.0526315789473684
1561409,"Audrey","eng_nfi_306.txt","English","eng","written","non-fiction","Latn",NA,6,6,2.58496250072116,1.58197551605495,1,0
813000,"compositor and apostleship was obviously a profession better paid and","eng_fic_18.txt","English","eng","written","fiction","Latn",NA,69,21,4.00454579116839,2.70895489623698,0.304347826086957,0.0294117647058824
771883,"state And there was a finicking completeness moreover about his toilet","eng_fic_114.txt","English","eng","written","fiction","Latn",NA,70,23,4.05808445492023,2.86218116244337,0.328571428571429,0.0144927536231884
1970833,"Sometimes I cant believe he is my husband","eng_nfi_859.txt","English","eng","written","non-fiction","Latn",NA,41,19,3.90813927375905,2.69570904160813,0.463414634146341,0
1463171,"This isnt a oneoff","eng_nfi_165.txt","English","eng","written","non-fiction","Latn",NA,18,11,3.3502090290999,2.2188031810099,0.611111111111111,0.0588235294117647
880540,"Amber could not help smiling Poor Lady Chelmer she said nodding","eng_fic_32.txt","English","eng","written","fiction","Latn",NA,63,23,4.15080766348662,2.70844816449846,0.365079365079365,0.032258064516129
1029760,"a field for venturing into the learned professions","eng_fic_63.txt","English","eng","written","fiction","Latn",NA,50,17,3.82314494098158,2.63262094569551,0.34,0.0204081632653061
2574133,"En tiedä","fin_fic_68.txt","Finnish","fin","written","fiction","Latn",NA,8,8,3,1.91240100229841,1,0
3862450,"Juttelin juuri tuottajan kanssa","fin_nfi_748.txt","Finnish","fin","written","non-fiction","Latn",NA,31,14,3.56324742397514,2.41526078146127,0.451612903225806,0.133333333333333
3193684,"Olen pahoillani","fin_nfi_1707.txt","Finnish","fin","written","non-fiction","Latn",NA,15,10,3.18989809546429,2.06804005281999,0.666666666666667,0.0714285714285714
2437022,"karaista sydäntänsä ylenkatsomaan vainajien vihaa täytyi hänen","fin_fic_40.txt","Finnish","fin","written","fiction","Latn",NA,62,18,3.78785978008567,2.6314197509173,0.290322580645161,0.0327868852459016
3399455,"Enpä juuri","fin_nfi_2080.txt","Finnish","fin","written","non-fiction","Latn",NA,10,9,3.12192809488736,2.0291061114717,0.9,0.111111111111111
3512070,"Nyt riittää Travis","fin_nfi_2298.txt","Finnish","fin","written","non-fiction","Latn",NA,18,11,3.30827083453526,2.25273791163845,0.611111111111111,0.176470588235294
3513959,"Suo anteeksi","fin_nfi_230.txt","Finnish","fin","written","non-fiction","Latn",NA,12,11,3.41829583405449,2.27087439444619,0.916666666666667,0.0909090909090909
2976288,"Minä todellakin näen ne","fin_nfi_1353.txt","Finnish","fin","written","non-fiction","Latn",NA,23,12,3.3444569352412,2.11461918425694,0.521739130434783,0.0454545454545455
